Question,Answer
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *6* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *6 * 0.0835 in² = 0.5010 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**1 inch LFNC:** *0.342 in²* \n**1-1/4 inch LFNC:** *0.601 in²* \n**1-1/2 inch LFNC:** *0.807 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{0.5010}{0.601} \approx 0.83$$**1-1/4 inch LFNC conduit is 83% full with 6 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 6 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 6 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 6 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 6 \times 0.0835 = 0.5010 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 1 inch LFNC conduit has a fill capacity of 0.342 in², which is **not sufficient** for our total area of 0.5010 in².\n  - The 1-1/4 inch LFNC conduit has a fill capacity of 0.601 in², which **is sufficient** for our total area.\n  - The 1-1/2 inch LFNC conduit has a fill capacity of 0.807 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 1-1/4 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 0.601 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 6 #8 RHW-2 conductors, you should use at least a 1-1/4 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 1-1/4 inch LFNC conduit will be 83% full with 6 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *14* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *14 * 0.0835 in² = 1.1690 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**1-1/2 inch LFNC:** *0.807 in²* \n**2 inch LFNC:** *1.337 in²* \n**6 inch LFNC:** *6.0 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{1.1690}{1.337} \approx 0.87$$**2 inch LFNC conduit is 87% full with 14 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 14 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 14 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 14 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 14 \times 0.0835 = 1.1690 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 1-1/2 inch LFNC conduit has a fill capacity of 0.807 in², which is **not sufficient** for our total area of 1.1690 in².\n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which **is sufficient** for our total area.\n  - The 6 inch LFNC conduit has a fill capacity of 6.0 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 2 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 1.337 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 14 #8 RHW-2 conductors, you should use at least a 2 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 2 inch LFNC conduit will be 87% full with 14 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *19* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *19 * 0.0835 in² = 1.5865 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**2 inch LFNC:** *1.337 in²* \n**6 inch LFNC:** *6.0 in²* \n**3/8 inch LFNC:** *0.077 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{1.5865}{6.0} \approx 0.26$$**6 inch LFNC conduit is 26% full with 19 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 19 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 19 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 19 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 19 \times 0.0835 = 1.5865 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which is **not sufficient** for our total area of 1.5865 in².\n  - The 6 inch LFNC conduit has a fill capacity of 6.0 in², which **is sufficient** for our total area.\n  - The 3/8 inch LFNC conduit has a fill capacity of 0.077 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 6 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 6.0 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 19 #8 RHW-2 conductors, you should use at least a 6 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 6 inch LFNC conduit will be 26% full with 19 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *23* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *23 * 0.0835 in² = 1.9205 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**2 inch LFNC:** *1.337 in²* \n**6 inch LFNC:** *6.0 in²* \n**3/8 inch LFNC:** *0.077 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{1.9205}{6.0} \approx 0.32$$**6 inch LFNC conduit is 32% full with 23 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 23 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 23 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 23 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 23 \times 0.0835 = 1.9205 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which is **not sufficient** for our total area of 1.9205 in².\n  - The 6 inch LFNC conduit has a fill capacity of 6.0 in², which **is sufficient** for our total area.\n  - The 3/8 inch LFNC conduit has a fill capacity of 0.077 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 6 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 6.0 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 23 #8 RHW-2 conductors, you should use at least a 6 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 6 inch LFNC conduit will be 32% full with 23 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *40* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *40 * 0.0835 in² = 3.3400 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**2 inch LFNC:** *1.337 in²* \n**6 inch LFNC:** *6.0 in²* \n**3/8 inch LFNC:** *0.077 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{3.3400}{6.0} \approx 0.56$$**6 inch LFNC conduit is 56% full with 40 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 40 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 40 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 40 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 40 \times 0.0835 = 3.3400 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which is **not sufficient** for our total area of 3.3400 in².\n  - The 6 inch LFNC conduit has a fill capacity of 6.0 in², which **is sufficient** for our total area.\n  - The 3/8 inch LFNC conduit has a fill capacity of 0.077 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 6 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 6.0 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 40 #8 RHW-2 conductors, you should use at least a 6 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 6 inch LFNC conduit will be 56% full with 40 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *24* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *24 * 0.0835 in² = 2.0040 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**2 inch LFNC:** *1.337 in²* \n**6 inch LFNC:** *6.0 in²* \n**3/8 inch LFNC:** *0.077 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{2.0040}{6.0} \approx 0.33$$**6 inch LFNC conduit is 33% full with 24 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 24 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 24 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 24 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 24 \times 0.0835 = 2.0040 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which is **not sufficient** for our total area of 2.0040 in².\n  - The 6 inch LFNC conduit has a fill capacity of 6.0 in², which **is sufficient** for our total area.\n  - The 3/8 inch LFNC conduit has a fill capacity of 0.077 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 6 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 6.0 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 24 #8 RHW-2 conductors, you should use at least a 6 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 6 inch LFNC conduit will be 33% full with 24 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *30* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *30 * 0.0835 in² = 2.5050 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**2 inch LFNC:** *1.337 in²* \n**6 inch LFNC:** *6.0 in²* \n**3/8 inch LFNC:** *0.077 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{2.5050}{6.0} \approx 0.42$$**6 inch LFNC conduit is 42% full with 30 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 30 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 30 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 30 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 30 \times 0.0835 = 2.5050 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which is **not sufficient** for our total area of 2.5050 in².\n  - The 6 inch LFNC conduit has a fill capacity of 6.0 in², which **is sufficient** for our total area.\n  - The 3/8 inch LFNC conduit has a fill capacity of 0.077 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 6 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 6.0 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 30 #8 RHW-2 conductors, you should use at least a 6 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 6 inch LFNC conduit will be 42% full with 30 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *8* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *8 * 0.0835 in² = 0.6680 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**1-1/4 inch LFNC:** *0.601 in²* \n**1-1/2 inch LFNC:** *0.807 in²* \n**2 inch LFNC:** *1.337 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{0.6680}{0.807} \approx 0.83$$**1-1/2 inch LFNC conduit is 83% full with 8 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 8 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 8 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 8 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 8 \times 0.0835 = 0.6680 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 1-1/4 inch LFNC conduit has a fill capacity of 0.601 in², which is **not sufficient** for our total area of 0.6680 in².\n  - The 1-1/2 inch LFNC conduit has a fill capacity of 0.807 in², which **is sufficient** for our total area.\n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 1-1/2 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 0.807 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 8 #8 RHW-2 conductors, you should use at least a 1-1/2 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 1-1/2 inch LFNC conduit will be 83% full with 8 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *37* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *37 * 0.0835 in² = 3.0895 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**2 inch LFNC:** *1.337 in²* \n**6 inch LFNC:** *6.0 in²* \n**3/8 inch LFNC:** *0.077 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{3.0895}{6.0} \approx 0.51$$**6 inch LFNC conduit is 51% full with 37 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 37 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 37 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 37 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 37 \times 0.0835 = 3.0895 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which is **not sufficient** for our total area of 3.0895 in².\n  - The 6 inch LFNC conduit has a fill capacity of 6.0 in², which **is sufficient** for our total area.\n  - The 3/8 inch LFNC conduit has a fill capacity of 0.077 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 6 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 6.0 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 37 #8 RHW-2 conductors, you should use at least a 6 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 6 inch LFNC conduit will be 51% full with 37 #8 RHH, RHW, RHW-2 wires.**"
"Context: \n<u><strong>User Provided Information:</strong></u> \n**Conductor Type:** *RHH, RHW, RHW-2* \n**Conductor Size:** *#8* \n**Number of Conductors:** *15* \n**Conduit Type:** *LFNC* \n \n<u><strong>Conductor Information from [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)):</strong></u> \n**Conductor Area:** *0.0835 in²* \n**Total Area occupied by conductors:** *15 * 0.0835 in² = 1.2525 in²* \n**Link:** [Chapter 9 Table 5(RHH, RHW, RHW-2)](https://2023.antflix.net#table_5(RHH)) \n \n<u><strong>Conduit Information from [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)):</strong></u> \n**1-1/2 inch LFNC:** *0.807 in²* \n**2 inch LFNC:** *1.337 in²* \n**6 inch LFNC:** *6.0 in²* \n**Link:** [Chapter 9 Table 4(LFNC)](https://2023.antflix.net#table_4(LFNC-A)) \n \n$$\text{Space occupied by conductors} = \frac{1.2525}{1.337} \approx 0.94$$**2 inch LFNC conduit is 94% full with 15 #8 RHH, RHW, RHW-2 wires**\nQuestion: What size LFNC conduit is needed to run 15 #8 RHH, RHW, RHW-2 wires?","To determine the appropriate conduit size for 15 #8 RHW-2 conductors, follow these steps:\n\n**Step 1: Identify the Conductor Area** \n* The area for one #8 RHW-2 conductor is 0.0835 in². \n* This value can be found in [Chapter 9, Table 5](https://2023.antflix.net#table_5(RHH)) of the NEC codebook.\n\n**Step 2: Calculate the Total Area Occupied by Conductors** \n* The total area occupied by 15 conductors is calculated as: \n $$ \text{Total Area} = \text{Number of Conductors} \times \text{Conductor Area} $$\n $$ \text{Total Area} = 15 \times 0.0835 = 1.2525 \text{ in²} $$\n\n**Step 3: Determine the Required Conduit Size** \n* Looking at [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)), we can see the following: \n  - The 1-1/2 inch LFNC conduit has a fill capacity of 0.807 in², which is **not sufficient** for our total area of 1.2525 in².\n  - The 2 inch LFNC conduit has a fill capacity of 1.337 in², which **is sufficient** for our total area.\n  - The 6 inch LFNC conduit has a fill capacity of 6.0 in², which **is also sufficient** for our total area.\n  \n* The minimum required conduit size that can accommodate this total area, without exceeding the NEC's 40% fill capacity, is the 2 inch LFNC conduit.\n* The maximum allowable fill capacity for this conduit size is 1.337 in², which can be found in [Chapter 9, Table 4](https://2023.antflix.net#table_4(LFNC-A)).\n\n**Conclusion** \nTo safely install 15 #8 RHW-2 conductors, you should use at least a 2 inch LFNC conduit. This will ensure that the fill capacity does not exceed the NEC's 40% limit.\n\n**The 2 inch LFNC conduit will be 94% full with 15 #8 RHH, RHW, RHW-2 wires.**"
